"videoId","textOriginal","authorChannelId.value","likeCount","publishedAt","updatedAt"
"2Q78XXkhx0o","A good speech.","UCxOsPcz3tvKxkDq3bVtpqcw","0","2021-01-10T11:25:07Z","2021-01-10T11:25:07Z"
"2Q78XXkhx0o","I can neither buy nor digest his speech knowing it was him who insisted on bombing Belgrade.","UC-7fEbHnOlso_xVXa1Qkr1g","8","2021-01-10T05:39:40Z","2021-01-10T05:39:40Z"
"2Q78XXkhx0o","All I have to say is:





















<U+0001F973><U+0001F973><U+0001F973><U+0001F973><U+0001F91F><U+0001F91F><U+0001F91F><U+0001F91F><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC><U+270A><U+0001F3FC>","UCuvTFaLJ0uKypTEgKQfYPqQ","0","2021-01-10T02:15:48Z","2021-01-10T02:15:48Z"
"2Q78XXkhx0o","Grande vittoria rubata quella di Biden.","UCCpLfKr46VaHPIojGVPXCmg","0","2021-01-09T22:05:58Z","2021-01-09T22:11:05Z"
"2Q78XXkhx0o","How can you be happy and fulfilled when you didn't win?  How does that feel?  To parade in someone else's victory?","UCU4oh1TQZRNCkeEs0127QWg","0","2021-01-09T19:57:02Z","2021-01-09T19:57:02Z"
"2Q78XXkhx0o","Good feeling good looking very nice","UC5GzZ6Go7FwKZSr_BnoCcQQ","0","2021-01-09T14:54:43Z","2021-01-09T14:54:43Z"
"2Q78XXkhx0o","Joe Biden is bad Donald Tru","UCfMgBxUxfVqtWQn1IGvwNaQ","1","2021-01-09T14:16:03Z","2021-01-09T14:16:03Z"
"2Q78XXkhx0o","Joe Biden is bad Donald Tru","UCfMgBxUxfVqtWQn1IGvwNaQ","1","2021-01-09T14:15:59Z","2021-01-09T14:15:59Z"
"2Q78XXkhx0o","Fraudsters","UCeb_UE03noZwFpnf0qKF0hg","0","2021-01-09T13:21:11Z","2021-01-09T13:21:11Z"
"2Q78XXkhx0o","Go Globofasho Joe!","UCKVeDDplA-POWENe3Qpychg","0","2021-01-09T10:47:40Z","2021-01-09T10:47:40Z"
"2Q78XXkhx0o","You are Criminal","UCR_ty2HA6aP0MTo-Wh0qX7g","0","2021-01-09T07:24:07Z","2021-01-09T07:24:07Z"
"2Q78XXkhx0o","Beijing joe could never be better than Trump. even he use dizzy methods become the president","UCY4fO0yyueQojeTAS61_bJQ","0","2021-01-09T06:19:42Z","2021-01-09T06:19:42Z"
"2Q78XXkhx0o","Good feeling good looking very nice","UC5GzZ6Go7FwKZSr_BnoCcQQ","0","2021-01-09T04:12:24Z","2021-01-09T04:12:24Z"
"2Q78XXkhx0o","<U+0001F44F> well done you got your little 0.01% puppet!
Fools gold","UCnvEnQPqzHczfaMqulMMfyw","5","2021-01-08T23:05:05Z","2021-01-08T23:05:05Z"
"2Q78XXkhx0o","Perv!!!!!!!!","UCyfR3fdVoAE051a0q613o6g","0","2021-01-08T18:40:28Z","2021-01-08T18:40:28Z"
"2Q78XXkhx0o","Joe suck!!!!!!!!!","UCyfR3fdVoAE051a0q613o6g","1","2021-01-08T18:39:21Z","2021-01-08T18:39:21Z"
"2Q78XXkhx0o","Let us pray for America! Here you have the next president of US. What is next? Nothing new: The largest US debt in US history. Who are the lenders? We, who else? Why we? Well, the Federal Government has been ""borrowing"" from us by withdrawing are hard earned money from the Social Security Fund. Yes!!! Unbelievable!!! The US Federal Government taking our hard earned money without our permission. Actually, according to the news on the internet, this fund, the Social Security Fund, is not receiving fully the interest on the debt: Just this year, about 80 billions of interest have not being paid to us. So my dear citizens of US, all that money we see the Federal Government giving out to multinationals, the Defense Department, etc, is our hard earned money. The Federal Government literally is stealing from us our wealth, and most importantly, our retirement: We no longer will have the right to have a decent old age. Who are the direct responsible of this arbitrary actions against the people of US? Well, many, many supposedly great Americans, that supposedly work for us. Of of the worst traitors are that have cause to us a huge damage are Nancy Pelosi, Chuck Schumer, Joe Biden, Barack Obama, etc. Besides, most of these people have been parasites of our hard earned money all of their lives: Nancy Pelosi, Schuck Schumer, Joe Biden, and Mitch McConnell.","UCMyVM_DdahEpvxuHZwBCVAw","0","2021-01-08T14:15:23Z","2021-01-08T14:15:23Z"
"2Q78XXkhx0o","How can anyone be proud at this time? What a mess... pandemics, most polluted waterways in the world, more abortions than anywhere else on earth, more pornography than anywhere in the world, more prisoners than anywhere else on earth, more pharmaceutical drug abuse than anywhere in the world, asbestos, Zantac, talcum powder, approved by the USDA to kill millions of people, more genetically modified and preserved foods eaten by Americans than anywhere else in the world! More homeless, more obese, more debt than anywhere else in the world! America lost its ability to produce goods because they failed to reinvest in their infrastructure. Yep, this sure is a great place to live!!!","UCQTc3rG0RXwav6sVXtK7bXg","1","2021-01-08T04:29:09Z","2021-01-08T04:29:09Z"
"2Q78XXkhx0o","Biden is a criminal. He should be in jail. Who believes that this is a president? Kamala will get rid of him as soon as she can.","UCk-L6L8mZ2sXbzx4fTcnnyA","6","2021-01-07T19:58:23Z","2021-01-07T19:58:23Z"
"2Q78XXkhx0o","What a douche0","UCckJz6yLRPU3UW-_BgyN8Jw","0","2021-01-07T19:05:54Z","2021-01-07T19:05:54Z"
"2Q78XXkhx0o","congrats to Mr Biden and Miss Harris  much love from Guyana South America may you serve the people in America GOD bless you","UCWzUl-jzlWxQZL4oKW4-Qcw","1","2021-01-07T14:55:15Z","2021-01-07T14:55:15Z"
"2Q78XXkhx0o","He gets everything he wants by fraud. Biden has been a crook his whole life and has taught his family to do the same thing. America is in great danger. The Democrats robbed the election by flooding it with fraud Biden votes. Apparently dead people can vote!","UCQrjzbrN2psS4N8_C6wtUFg","1","2021-01-07T13:48:48Z","2021-01-07T13:48:48Z"
"2Q78XXkhx0o","An American president came to power through fraud.then they well say God bless America <U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923>","UCVdFV5GN23kEOYF2IyO4guQ","2","2021-01-07T13:36:10Z","2021-01-07T13:36:10Z"
"2Q78XXkhx0o","Eletion fraud make your democracy die. never believe you so called democracy country.","UC05y2CP4kFafcC29wtsZ8Qg","0","2021-01-07T13:02:32Z","2021-01-07T13:02:32Z"
"2Q78XXkhx0o","Hai congrats new presendent ?","UCWy9gHNik67YNe3Cq2-XEUA","0","2021-01-07T10:12:49Z","2021-01-07T10:12:49Z"
"2Q78XXkhx0o","*The election was stolen by demons! Trump is gorgeous! DON'T GIVE UP WE WILL WIN!*","UC5o7jOgDy4QSh024xp9wUqg","0","2021-01-07T09:01:43Z","2021-01-07T09:01:43Z"
"2Q78XXkhx0o","I can't wait until his tax plans hit","UC9bnTYWBAUY_9SpPIo4P6DA","1","2021-01-07T08:19:40Z","2021-01-07T08:19:40Z"
"2Q78XXkhx0o","Get ready for Jeffrey Epstein case to close  Maxwell will be released kids are not safe","UCniw1uKeot-dQ0vRr-X76aQ","0","2021-01-07T06:43:00Z","2021-01-07T06:43:00Z"
"2Q78XXkhx0o","Dr Jill f n Biden","UCniw1uKeot-dQ0vRr-X76aQ","0","2021-01-07T06:40:17Z","2021-01-07T06:40:17Z"
"2Q78XXkhx0o","Biden talks bull shit. It has come to this point that this means war.","UCx805LJh9pme88koXYf-Vfw","0","2021-01-07T03:20:37Z","2021-01-07T03:21:22Z"
"2Q78XXkhx0o","So like why am I still in this country again someone please answer that <U+0001F629>","UCx_sgfCrHm1gj_BTslaprZw","0","2021-01-07T01:16:02Z","2021-01-07T01:16:02Z"
"2Q78XXkhx0o","Biden supports Anti Christian agenda like abortion and Kamila Harris wants to get rid of the American Constitution in which it was founded because she believes it is outdated. This is Satan at work, do not believe their lies they support sin. I am here to expose them and to say no man can own a country or people, only God does. Accept Jesus Christ, he is the only one who is pure, sinless and perfect and we need him in these evil times. There is not much time left for repentance either the book of revelation maps out terrible things to happen in the future and Jesus explains what is happening now only as labour pains. When the worst comes, remember only God can save you and he is in reach now, but when Biden and Kamilla are in hell make sure you are not with them. Accept the blood if Jesus and the salvation he offers. WE ARE LIVING IN END TIMES.","UCSNI7iMcfv8kac9OXqLUZoA","0","2021-01-06T23:45:21Z","2021-01-06T23:45:21Z"
"2Q78XXkhx0o","Joe Biden is my President!","UCnXnmIeVzIeBs1wrakUY3Tg","0","2021-01-06T21:14:42Z","2021-01-06T21:14:42Z"
"2Q78XXkhx0o","Love ya President Biden & VP Harris!","UCnXnmIeVzIeBs1wrakUY3Tg","0","2021-01-06T21:11:32Z","2021-01-06T21:11:32Z"
"2Q78XXkhx0o","RMB smell good 
Devil CCP
Devil DoM
How’s the feeling of Stealing USA","UCOUrvaSEUQimrzLiS3l25UQ","0","2021-01-06T21:09:43Z","2021-01-06T21:09:43Z"
"2Q78XXkhx0o","<U+041B><U+0435><U+043E><U+043D><U+0438><U+0434> <U+0418><U+043B><U+044C><U+0438><U+0447> <U+0432> <U+044D><U+0442><U+043E><U+043C> <U+0432><U+043E><U+0437><U+0440><U+0430><U+0441><U+0442><U+0435> <U+0443><U+0436><U+0435> <U+0443><U+043C><U+0435><U+0440>.","UCYTKG8HFEGLPKVXZyMToAhA","0","2021-01-06T12:50:37Z","2021-01-06T12:50:37Z"
"2Q78XXkhx0o","I’m psyched, and I haven’t felt this hopeful for any elected official for decades! Go Joe!!!","UCUoFdSMOYfV_04TK921zdtA","0","2021-01-06T03:48:28Z","2021-01-06T03:48:28Z"
"2Q78XXkhx0o","joe Bite me will never be my president","UC1O1FNgLONKlgW-QXUSaq-w","0","2021-01-06T02:36:46Z","2021-01-06T02:36:46Z"
"2Q78XXkhx0o","Amerikahsi namdvilad gaimarjves baideni namdvilad gazlierebs amerikasac da aramarto amerikas mimashnia rom umagresi prezidenti iqneba","UCAtaguo44fRvmBULNB9XZrA","0","2021-01-05T17:07:57Z","2021-01-05T17:07:57Z"
"2Q78XXkhx0o","<U+2764><U+FE0F>","UCjDp42etbliqkUgJ67nomwA","1","2021-01-05T11:41:47Z","2021-01-05T11:41:47Z"
